11324,181283
11324,101299
168259,345887
168259,281957
168259,156022
168259,395834
168259,3134
150689,809
150689,10882
150689,2312
150689,5393
150689,11224
472451,449176
472451,26280
472451,26933
472451,376867
472451,377154
18239,24021
18239,50619
18239,36648
18239,49017
18239,50620
468362,691
468362,10661
468362,6844
468362,85
468362,564
58595,290595
58595,408
58595,385448
58595,767
58595,4523
454227,769
454227,424
454227,640
454227,487558
454227,451915
49017,36647
49017,228150
49017,400155
49017,7131
49017,282035
438145,281957
438145,11121
438145,504
438145,345887
438145,101
1124,675
1124,44214
1124,291805
1124,75656
1124,674
65754,210577
65754,181283
65754,395834
65754,392044
65754,281957
106646,627
106646,517331
106646,400535
106646,318846
106646,152532
312221,307081
312221,319888
312221,10158
312221,9443
312221,22881
503346,9555
503346,8810
503346,602
503346,137113
503346,26405
50620,24021
50620,18239
50620,50619
50620,49017
50620,36648
429203,75656
429203,339403
429203,359412
429203,968
429203,438808
345934,424
345934,423
345934,1771
345934,228150
345934,14574
474354,336843
474354,390051
474354,22302
474354,8055
474354,1645
500919,984
500919,15069
500919,807
500919,75780
500919,357096
311291,447332
311291,340613
311291,400579
311291,787
311291,6637
572944,68718
572944,128
572944,862
572944,19913
572944,397422
61791,119450
61791,63
61791,76341
61791,604
61791,280
440298,24420
440298,13
440298,1643
440298,1259
440298,1903
449176,398818
449176,376867
449176,26371
449176,511785
449176,26280
17979,13188
17979,13377
17979,8871
17979,1585
17979,11395
458737,359940
458737,346685
458737,324786
458737,332562
458737,458594
7485,1572
7485,7516
7485,186
7485,562
7485,2501
254128,479475
254128,11123
254128,8656
254128,339533
254128,14161
374720,228150
374720,324786
374720,676
374720,369885
374720,424
454652,487558
454652,340613
454652,451915
454652,363676
454652,266856
572869,46957
572869,345887
572869,458594
572869,74997
572869,357096
315837,201088
315837,9323
315837,1571
315837,5548
315837,603
261470,276
261470,34494
261470,24420
261470,38
261470,1643
412862,371608
412862,39874
412862,10781
412862,1696
412862,948
334541,493922
334541,390051
334541,345920
334541,4922
334541,429200
150540,812
150540,11360
150540,260513
150540,12092
150540,2300
281338,101299
281338,262500
281338,336843
281338,262504
281338,131631
396371,413362
396371,754
396371,640
396371,346685
396371,389015
87827,700
87827,10527
87827,9836
87827,205775
87827,14372
1422,37645
1422,4771
1422,357096
1422,10651
1422,96
346685,2501
346685,64682
346685,8834
346685,340613
346685,77
460071,396371
460071,769
460071,424
460071,640
460071,274479
395834,281957
395834,345887
395834,359412
395834,8090
395834,75780
147441,9837
147441,487558
147441,381284
147441,11864
147441,50014
417261,460071
417261,157336
417261,503616
417261,443463
417261,395990
334543,769
334543,424
334543,451915
334543,487558
334543,300671
395990,4771
395990,64689
395990,562
395990,395841
395990,1572
340674,340613
340674,340666
340674,4347
340674,34584
340674,41446
274479,360814
274479,376290
274479,424
274479,390582
274479,297762
334533,443463
334533,2062
334533,212778
334533,284276
334533,43923
324786,616
324786,374720
324786,227306
324786,769
324786,424
120467,539
120467,340613
120467,311
120467,97630
120467,843
398818,449176
398818,26371
398818,424694
398818,84892
398818,376867
400617,9339
400617,170
400617,40807
400617,1597
400617,399057
23168,24418
23168,8966
23168,627
23168,680
23168,198663
432301,440298
432301,376866
432301,403
432301,2604
432301,4587
451925,24420
451925,13
451925,817
451925,398818
451925,449176
392044,4176
392044,75780
392044,281957
392044,372343
392044,7007
296096,8966
296096,466282
296096,9813
296096,1630
296096,454983
27022,808
27022,11527
27022,34584
27022,10882
27022,10191
429351,281957
429351,193756
429351,8966
429351,449176
429351,300671
339103,769
339103,261023
339103,156022
339103,396371
339103,9679
53182,18823
53182,57165
53182,37958
53182,188207
53182,10323
486947,11001
486947,6933
486947,1256
486947,21240
486947,275160
273481,345887
273481,979
273481,4771
273481,562
273481,156022
487670,141052
487670,1924
487670,49521
487670,1452
487670,8536
278927,407436
278927,9502
278927,116149
278927,346648
278927,2268
476292,378064
476292,9813
476292,81
476292,297762
476292,129
77338,13
77338,862
77338,888
77338,23168
77338,68718
302946,395990
302946,59967
302946,136795
302946,629
302946,400579
455980,460019
455980,114150
455980,14844
455980,470229
455980,353486
24021,18239
24021,50619
24021,8966
24021,50620
24021,49017
1417,11224
1417,10882
1417,426543
1417,4523
1417,812
419743,449176
419743,184352
419743,26280
419743,377154
419743,126331
470229,357096
470229,133805
470229,948
470229,281957
470229,500664
372058,81
372058,8392
372058,270303
372058,14069
372058,51739
273248,120
273248,253412
273248,9350
273248,44115
273248,978
391713,9813
391713,273153
391713,398818
391713,426613
391713,84892
49047,157336
49047,62
49047,369972
49047,395992
49047,286217
395841,357096
395841,75780
395841,4771
395841,8090
395841,807
112160,53932
112160,14
112160,449176
112160,86331
112160,17130
1246,1366
1246,1375
1246,1367
1246,1371
1246,1374
45269,1165
45269,858
45269,38050
45269,9526
45269,801
37799,201088
37799,65754
37799,97
37799,284427
37799,10428
652,10693
652,18823
652,57165
652,188207
652,10323
395992,2067
395992,157336
395992,126889
395992,286217
395992,27179
11036,1366
11036,1246
11036,7555
11036,1494
11036,688
335797,260514
335797,9836
335797,9598
335797,9447
335797,258509
350,65754
350,2501
350,8966
350,600
350,470044
201088,2502
201088,11859
201088,5503
201088,59961
201088,27576
400579,433
400579,2758
400579,277216
400579,425
400579,111
346672,12437
346672,24
346672,8966
346672,7131
346672,2907
70,1371
70,1374
70,1367
70,1375
70,1246
381341,24420
381341,1643
381341,50270
381341,1259
381341,1024
385360,281957
385360,562
385360,442249
385360,395834
385360,470229
82693,272693
82693,8966
82693,510
82693,13
82693,627
44214,8834
44214,82693
44214,1124
44214,244786
44214,38810
205587,389
205587,396371
205587,1645
205587,314365
205587,413362
124905,373571
124905,1682
124905,39256
124905,315011
124905,15766
6977,4836
6977,101
6977,189
6977,156022
6977,59967
401905,157350
401905,198663
401905,101299
401905,2048
401905,262500
6479,605
6479,604
6479,76341
6479,87101
6479,603
64690,341006
64690,769
64690,74997
64690,398175
64690,1991
264660,438590
264660,62
264660,2048
264660,157336
264660,198184
376867,449176
376867,511785
376867,14
376867,627
376867,112160
512199,497
512199,311
512199,392044
512199,281957
512199,2048
406997,1265
406997,73
406997,442062
406997,252
406997,948
2567,363676
2567,424
2567,769
2567,640
2567,334543
339692,4771
339692,345887
339692,2749
339692,868
339692,979
419478,11247
419478,10947
419478,4951
419478,449176
419478,315635
389015,396371
389015,443009
389015,424
389015,769
389015,640
472734,8966
472734,466282
472734,454983
472734,449176
472734,484247
83542,281
83542,604
83542,605
83542,500664
83542,17431
505192,20352
505192,2252
505192,196867
505192,278927
505192,399055
489925,376660
489925,24684
489925,12689
489925,9779
489925,304410
470894,44912
470894,474395
470894,9738
470894,155
470894,272
489927,400928
489927,1427
489927,334
489927,9428
489927,11393
489931,75656
489931,269795
489931,37797
489931,209247
489931,912
481117,369192
481117,921
481117,769
481117,396371
481117,339103
419831,1927
419831,155
419831,272
419831,10195
419831,141052
152601,605
152601,604
152601,500664
152601,335984
152601,87101
561,155
561,272
561,141052
561,487670
561,49026
146233,345887
146233,37645
146233,4771
146233,357096
146233,11423
429417,416234
429417,110415
429417,620
429417,1903
429417,11618
1402,451915
1402,310307
1402,8916
1402,10139
1402,2539
464502,74997
464502,281957
464502,458594
464502,10781
464502,357096
254320,119450
254320,280
254320,63
254320,6479
254320,198663
462919,64255
462919,621
462919,429417
462919,341735
462919,382625
398181,8012
398181,769
398181,169917
398181,281957
398181,4771
76203,8619
76203,339408
76203,19067
76203,407806
76203,468210
258216,249397
258216,22705
258216,112160
258216,53932
258216,4247
502682,451480
502682,5951
502682,448514
502682,125255
154400,324542
154400,769
154400,156022
154400,9679
154400,949
506554,472734
506554,473149
506554,162
506554,1585
506554,359940
296098,27576
296098,954
296098,1374
296098,1247
296098,691
332567,135397
332567,578
332567,579
332567,345940
332567,580
433498,769
433498,424
433498,451915
433498,487558
433498,300671
437586,449176
437586,8363
437586,85350
437586,112160
437586,2105
122906,13
122906,118
122906,141
122906,627
122906,451925
169917,4771
169917,769
169917,398181
169917,8012
169917,281957
300671,402298
300671,424
300671,324786
300671,769
300671,101299
406990,75780
406990,949
406990,782
406990,4771
406990,8834
9339,1597
9339,924
9339,264644
9339,2044
9339,10353
459910,627
459910,2034
459910,438808
459910,13815
459910,253
395991,49017
395991,228150
395991,2924
395991,122
395991,707
787,101
787,2501
787,956
787,156022
787,390043
365942,449176
365942,157336
365942,861
365942,76341
365942,83542
86829,311
86829,6477
86829,10112
86829,354912
86829,69
448776,769
448776,107846
448776,5925
448776,278
448776,424
68734,300671
68734,424694
68734,266856
68734,152532
68734,425336
295011,170
295011,336843
295011,72190
295011,747
295011,19908
72190,294254
72190,336843
72190,74
72190,157350
72190,131634
17431,157336
17431,604
17431,605
17431,335984
17431,500664
75780,4771
75780,357096
75780,11423
75780,359412
75780,392044
222935,10229
222935,449176
222935,90369
222935,308369
222935,9880
283366,1452
283366,8536
283366,9738
283366,49521
283366,209112
399404,424
399404,746
399404,637
399404,324786
399404,228150
82695,1894
82695,3131
82695,975
82695,3933
82695,342473
399170,520360
399170,339403
399170,9654
399170,949
399170,154400
381283,769
381283,442249
381283,473149
381283,475210
381283,426814
293863,1024
293863,24420
293863,1643
293863,1259
293863,19913
28178,13
28178,862
28178,68718
28178,489
28178,19913
249397,258216
249397,22705
249397,112160
249397,1643
249397,4247
489929,50620
489929,76492
489929,254128
489929,270946
489929,372058
4922,458594
4922,510
4922,956
4922,458737
4922,1367
307081,312221
307081,396371
307081,70
307081,5925
307081,22881
385332,101
385332,11713
385332,345887
385332,281957
385332,357096
414191,15021
414191,10559
414191,519247
414191,565
414191,10331
4982,272
4982,769
4982,4836
4982,324542
4982,2034
388,531593
388,228150
388,1771
388,562
388,637
370663,513
370663,449176
370663,52371
370663,507076
370663,376867
516630,1571
516630,474354
516630,336843
516630,341013
516630,245891
465136,428078
465136,321612
465136,336843
465136,401905
465136,476926
220882,198663
220882,157350
220882,78
220882,336843
220882,101299
44264,101299
44264,336843
44264,281957
44264,7980
44264,157386
4771,395990
4771,7007
4771,398181
4771,345887
4771,339692
443463,8966
443463,398181
443463,466282
443463,449176
443463,296096
244761,562
244761,345887
244761,275
244761,146233
244761,1571
339380,424694
339380,273153
339380,370663
339380,9813
339380,5915
413362,18587
413362,445954
413362,4771
413362,12150
413362,281
446354,769
446354,424
446354,640
446354,274479
446354,316029
13223,311
13223,345887
13223,245891
13223,11474
13223,1103
363676,2567
363676,10559
363676,157336
363676,487558
363676,396371
333371,562
333371,1571
333371,146233
333371,345887
333371,1103
345920,334541
345920,473149
345920,238636
345920,769
345920,392044
38,1903
38,261470
38,705
38,1643
38,77
12405,9325
12405,11450
12405,20529
12405,283565
12405,130841
9762,9813
9762,858
9762,273153
9762,297762
9762,437557
1372,350
1372,616
1372,65754
1372,2024
1372,269
402298,424
402298,300671
402298,769
402298,334543
402298,487558
171274,8966
171274,769
171274,169917
171274,466282
171274,454983
168672,769
168672,1422
168672,8012
168672,2252
168672,156022
1495,38543
1495,26175
1495,10786
1495,39382
1495,285096
296524,5919
296524,551
296524,568
296524,205775
296524,597
290595,767
290595,808
290595,809
290595,58595
290595,385448
9509,460321
9509,345887
9509,273481
9509,9335
9509,458737
2502,2501
2502,562
2502,2503
2502,769
2502,1571
265208,309242
265208,32044
265208,8065
265208,524
265208,8052
381284,369972
381284,487558
381284,769
381284,424
381284,453
2503,2501
2503,2502
2503,4771
2503,8834
2503,9331
13811,11336
13811,10424
13811,39857
13811,12554
13811,171540
62764,58595
62764,408
62764,290595
62764,60304
62764,9092
301337,605
301337,604
301337,335984
301337,500664
301337,9739
274857,19957
274857,6520
274857,18937
274857,11527
274857,762
513574,44214
513574,10560
513574,19542
513574,566512
513574,9762
293768,11859
293768,11412
293768,9056
293768,984
293768,1571
496328,324786
496328,472451
496328,424694
496328,487558
496328,451915
22907,520360
22907,429203
22907,339403
22907,531593
22907,75656
85350,449176
85350,112160
85350,315635
85350,376660
85350,76726
426613,449176
426613,84892
426613,10818
426613,376867
426613,507076
290512,281957
290512,399360
290512,101299
290512,336843
290512,75174
72570,1903
72570,346685
72570,458594
72570,77
72570,204922
84892,398818
84892,449176
84892,426613
84892,376867
84892,26371
472715,274855
472715,74
472715,14161
472715,446021
472715,107985
378064,376660
378064,13342
378064,449176
378064,76726
378064,85350
8456,391757
8456,11713
8456,345887
8456,46957
8456,133805
388399,201088
388399,23168
388399,49026
388399,334541
388399,322
517331,106646
517331,7485
517331,318846
517331,5125
517331,376290
41233,11224
41233,14128
41233,621
41233,4523
41233,8587
425972,8810
425972,9813
425972,76341
425972,405774
425972,9659
9693,604
9693,605
9693,101299
9693,76341
9693,218
400928,52449
400928,8618
400928,10830
400928,8841
400928,14069
